827,0.0,0.1,0.01,0.98,0.05,0.05,0.15,0.22,0.13,1.0,0.02,1.0,0.4,0.2,0.08,0.76,0.79,0.14,1.0,0.44,0.63,0.61,0.34,0.17,0.27,0.0,0.39,0.01,0.13,0.09,0.14,0.56,0.19,0.22,0.34,0.34,0.2,0.68,0.72,0.3,0.55,0.64,0.06,0.54,0.55,0.66,0.69,0.37,0.49,0.0,0.06,0.01,0.15,0.2,0.2,0.21,0.08,0.09,0.09,0.08,0.89,0.06,0.02,0.03,0.12,0.11,0.2,0.61,0.06,0.7,0.0,0.12,0.0,0.62,0.01,0.18,0.67,0.13,0.0,0.27,0.3,0.33,0.42,0.43,0.54,0.44,0.44,0.32,0.39,0.0,0.01,0.22,0.05,0.5,0.48,0.31,0.0867936699168,0.32252393684,0.972534113119,0.211662957129,0.0476048427688,0.332905739758,0.362845910599,0.0898027550001,0.791518131563,0.895206427007,0.116649904715,0.203581816385,0.152219447079,0.416201123534,0.137386528684,0.56998549234,0.365496090017,0.01,0.21,0.01,0.0384941532738,0.0786675041427,0.711520405427,0.443412794751,0.0,0.268761919958,0.26
654,0.01,0.32,0.01,0.99,0.03,0.01,0.31,0.44,0.29,0.56,0.0,0.0,0.23,0.43,0.28,0.55,0.61,0.53,0.43,0.25,0.27,0.26,0.32,0.11,0.15,0.0,0.33,0.02,0.31,0.29,0.38,0.3,0.38,0.45,0.31,0.36,0.41,0.35,0.64,0.44,0.55,0.61,0.37,0.53,0.59,0.6,0.55,0.46,0.49,0.01,0.16,0.0,0.17,0.15,0.23,0.19,0.03,0.02,0.03,0.03,0.93,0.02,0.12,0.1,0.3,0.41,0.22,0.47,0.06,0.54,0.5,0.03,0.72,0.43,0.32,0.41,0.0,0.44,0.58,0.23,0.21,0.21,0.31,0.32,0.34,0.31,0.6,0.59,0.67,0.02,0.0,0.07,0.7,0.52,0.77,0.69,0.114085480859,0.266094015864,1.01567991025,0.345167811021,0.121973539425,0.150581092565,0.217106511407,0.147453440284,0.904710116782,0.588523908925,0.0179672662009,0.0242087983259,0.221822160663,0.0344587500928,0.00979868832942,0.425633497552,0.524037322951,0.02,0.2,0.03,0.287276608703,0.0297141157817,0.792288519338,0.442115251081,0.0,0.24189287359,0.06
268,0.0,0.62,0.03,0.95,0.08,0.01,1.0,1.0,1.0,0.37,0.0,0.0,0.1,0.48,1.0,0.58,0.49,0.31,0.18,0.21,0.13,0.12,0.05,0.0,0.28,0.12,0.16,0.02,0.72,0.31,0.27,0.42,0.34,0.39,0.24,0.7,0.34,0.43,0.18,0.98,0.19,0.2,0.39,0.64,0.7,0.55,0.65,0.87,1.0,0.0,0.12,0.0,0.96,1.0,0.93,0.84,0.1,0.09,0.07,0.06,0.96,0.05,0.18,0.14,0.29,0.4,0.22,0.46,0.05,0.57,0.0,0.01,0.75,0.41,0.09,0.47,0.52,0.2,0.7,0.07,0.07,0.08,0.12,0.15,0.14,0.12,0.88,0.23,0.28,0.0,0.0,0.04,0.61,0.26,0.21,0.21,0.0502494498291,0.331536217083,1.02851444996,0.268676200399,0.161925269495,0.145987723813,0.182385453265,0.340642994651,0.740754810438,0.528984467976,0.384752059892,0.128288905725,0.200922176375,0.435937498563,0.0428590593095,0.550654777465,0.229534163181,0.01,0.2,0.0,0.134967763432,0.0104712294569,0.549396537732,0.215520900734,0.0,0.212219087882,0.05
1599,0.01,0.66,0.03,0.96,0.06,0.02,0.64,0.61,0.48,0.23,0.0,0.17,0.53,0.8,0.3,0.45,0.32,0.26,0.36,0.49,0.37,0.35,0.52,0.26,0.52,0.27,0.48,0.01,0.13,0.17,0.27,0.35,0.29,0.68,0.56,0.5,0.36,0.43,0.37,0.44,0.35,0.38,0.55,0.73,0.77,0.8,0.77,0.41,0.5,0.0,0.11,0.0,0.2,0.17,0.16,0.16,0.05,0.04,0.03,0.03,0.91,0.02,0.2,0.21,0.58,0.61,0.41,0.78,0.06,0.51,0.5,0.01,0.85,0.74,0.07,0.67,0.6,0.04,0.33,0.37,0.35,0.32,0.24,0.43,0.54,0.47,0.28,0.54,0.43,0.0,0.0,0.11,0.75,0.6,0.53,0.7,0.113564099466,0.339093175505,0.947386257075,0.392417989533,0.166877441688,0.37027319057,0.300140179771,0.263525933608,0.804440098395,0.865865186227,0.186472691214,0.107630834321,0.0468858588212,0.343217831708,0.0308100121715,0.613910108232,0.397354867478,0.08,0.04,0.16,0.159783728951,0.100087464285,0.843448477705,0.718931629253,0.0,0.137641479221,0.08
1591,0.01,0.54,0.85,0.3,0.08,0.01,0.52,0.57,0.37,0.17,0.03,1.0,0.42,0.82,0.21,0.46,0.26,0.19,0.38,0.39,0.34,0.37,0.36,0.0,0.22,0.02,0.4,0.01,0.13,0.12,0.24,0.38,0.3,0.71,0.48,0.38,0.38,0.49,0.42,0.42,0.55,0.51,0.6,0.64,0.63,0.83,0.59,0.82,0.85,0.01,0.31,0.0,0.33,0.36,0.48,0.41,0.05,0.04,0.05,0.04,0.93,0.06,0.33,0.33,0.59,0.71,0.37,0.66,0.06,0.27,0.5,0.02,0.81,0.59,0.02,0.76,0.63,0.05,0.11,0.14,0.12,0.1,0.46,0.42,0.44,0.44,0.37,0.32,0.11,0.0,0.0,0.06,0.64,0.61,0.74,0.72,0.0977742686076,0.144901801993,0.799423480902,0.188539663371,0.0719585778486,0.145336324996,0.488703528257,0.191555195214,0.499616557275,0.736907899214,0.22242703921,0.00217699699567,0.0674539736808,0.182127590704,0.105213093122,0.556410591297,0.218410323729,0.02,0.25,0.21,0.239137373202,0.121369724477,0.556298375575,0.492558786042,0.0,0.0854514856185,0.13
287,0.0,0.69,0.0,0.98,0.07,0.01,0.47,0.34,0.23,0.26,0.0,0.17,0.86,0.75,0.31,0.81,0.27,0.0,0.42,0.8,0.71,0.69,0.57,0.12,0.64,1.0,0.87,0.0,0.04,0.16,0.15,0.7,0.2,0.7,0.35,0.48,0.1,0.77,0.16,0.29,0.12,0.14,0.62,0.97,0.98,0.96,0.94,0.74,0.74,0.0,0.01,0.0,0.0,0.1,0.14,0.12,0.0,0.03,0.03,0.03,0.79,0.01,0.2,0.24,0.72,0.71,0.38,0.97,0.01,0.09,0.5,0.01,0.87,0.96,0.0,0.64,0.77,0.0,0.0,0.49,0.52,0.54,0.52,0.77,0.91,0.81,0.48,0.57,0.33,0.0,0.0,0.12,0.46,0.69,0.72,0.58,0.0565572828135,0.246710247856,0.853783153449,0.211016455241,0.186804415716,0.299028742609,0.290067066574,0.18671614698,0.507036119673,0.902726552916,0.243973580473,0.126054647056,0.227776585405,0.258848693621,0.119307049162,0.518279630679,0.130326543934,0.09,0.03,0.02,0.209414687861,0.0714176053147,0.850169728889,0.137078457514,0.0,0.139779437484,0.01
1991,0.16,0.37,0.25,0.69,0.04,0.25,0.35,0.5,0.31,0.54,0.17,1.0,0.31,0.47,0.17,0.45,0.58,0.48,0.57,0.35,0.31,0.34,0.25,0.19,0.28,0.22,0.28,0.12,0.31,0.52,0.58,0.21,0.5,0.46,0.63,0.4,0.54,0.32,0.5,0.53,0.5,0.52,0.47,0.42,0.42,0.47,0.47,0.38,0.46,0.13,0.54,0.06,0.12,0.17,0.24,0.26,0.07,0.09,0.11,0.12,0.6,0.28,0.26,0.22,0.39,0.45,0.37,0.38,0.15,0.66,0.0,0.21,0.65,0.37,0.53,0.45,0.29,0.31,0.29,0.33,0.32,0.29,0.28,0.34,0.39,0.37,0.52,0.58,0.53,0.06,0.02,0.25,0.68,0.61,0.79,0.76,0.06,0.3,0.93,0.36,0.04,0.17,0.19,0.3,0.97,0.7,0.15,0.34,0.0,0.34,0.1,0.36,0.25,0.08,0.32,0.18,0.08,0.06,0.78,0.0,0.91,0.28,0.23
573,0.03,0.66,0.13,0.73,0.61,0.07,1.0,1.0,1.0,0.21,0.05,1.0,0.1,0.64,0.23,0.61,0.29,0.25,0.32,0.25,0.14,0.16,0.17,0.09,0.1,0.1,0.17,0.08,1.0,0.16,0.21,0.82,0.28,0.21,0.08,1.0,0.12,0.67,0.15,1.0,0.27,0.22,0.29,0.32,0.37,0.53,0.21,0.36,0.46,0.01,0.28,0.02,0.79,0.78,0.78,0.76,0.64,0.55,0.5,0.45,0.71,0.05,0.2,0.21,0.27,0.32,0.31,0.08,0.12,0.63,0.0,0.02,0.84,0.1,0.03,0.45,0.0,0.26,0.06,0.21,0.21,0.23,0.37,0.39,0.52,0.37,1.0,0.51,0.51,0.01,0.0,0.34,0.48,0.02,0.0,0.0,0.120638841394,0.278938410756,1.01159045651,0.122725282382,0.101864340258,0.317370571303,0.268429638119,0.0882788157536,0.70721987691,0.705463278327,0.100683892705,0.191982577869,0.0671231803259,0.20983931002,0.00885404792603,0.616501039073,0.219275525369,0.01,0.45,0.34,0.325518775382,0.0763739907415,0.777136959631,0.413549187736,0.0,0.181242640443,0.15
1961,0.07,0.4,0.72,0.39,0.13,0.02,0.41,0.48,0.3,0.38,0.09,1.0,0.4,0.63,0.2,0.57,0.41,0.23,0.39,0.44,0.45,0.54,0.35,0.16,0.32,0.23,0.42,0.04,0.21,0.12,0.18,0.74,0.27,0.58,0.26,1.0,0.23,0.79,0.36,0.6,0.57,0.5,0.54,0.56,0.6,0.8,0.57,0.54,0.68,0.02,0.24,0.03,0.61,0.51,0.47,0.43,0.31,0.23,0.19,0.16,0.83,0.11,0.34,0.28,0.41,0.56,0.2,0.63,0.05,0.34,0.5,0.04,0.87,0.55,0.1,0.44,0.0,0.04,0.07,0.16,0.13,0.14,0.37,0.37,0.39,0.37,0.47,0.34,0.4,0.0,0.0,0.21,0.62,0.65,0.77,0.68,0.0448111031587,0.270347068845,1.03795922056,0.314702714926,0.13875057447,0.334171286562,0.29066339287,0.328974955626,0.550749501332,0.585570721922,0.0534422565623,0.050345346295,0.138307882375,0.277590743705,0.111932512504,0.733409900464,0.478571955293,0.02,0.56,0.39,0.255452207108,0.0548662939201,0.907223770071,0.70007266738,0.0,0.116105588884,0.02
811,0.09,0.67,0.05,0.56,0.89,0.45,0.41,0.55,0.36,0.24,0.11,1.0,0.49,0.78,0.11,0.38,0.31,0.35,0.4,0.45,0.34,0.37,0.37,0.21,0.31,0.31,0.38,0.05,0.2,0.27,0.4,0.24,0.34,0.63,0.56,0.17,0.42,0.34,0.52,0.48,0.57,0.57,0.69,0.63,0.59,0.65,0.69,0.43,0.45,0.03,0.22,0.1,0.38,0.55,0.61,0.65,0.61,0.76,0.78,0.76,0.43,0.49,0.54,0.54,0.73,0.7,0.75,0.44,0.65,0.48,0.5,0.05,0.85,0.46,0.03,0.08,0.5,0.1,0.32,0.58,0.54,0.49,0.75,0.67,0.76,0.66,0.62,0.59,0.15,0.0,0.02,0.67,0.45,0.47,0.54,0.68,0.135824924568,0.0808872187625,0.88165322537,0.231672254451,0.193875435683,0.265687055613,0.276236572282,0.0708759610012,0.898869777453,0.50906294728,0.338167178154,0.204064564221,0.184774099868,0.223527645873,0.0567695293478,0.63765503152,0.415094684535,0.03,0.54,0.09,0.116342519272,0.14173349747,0.708248868599,0.557254312091,0.0,0.33140095358,0.24
